gene_name,gene_id,Chow,HFD,FC,P
9430002A10Rik,ENSMUSG00000062704,0,0,,     NA
Gm45497,ENSMUSG00000110280,0,0,,     NA
Nkd1,ENSMUSG00000031661,0,0,,     NA
Gm45496,ENSMUSG00000110187,0,0,,     NA
Gm17995,ENSMUSG00000109970,0,0,,     NA
Gm17910,ENSMUSG00000110299,0,0,,     NA
Rps6-ps2,ENSMUSG00000056772,0,0,,     NA
Gm45504,ENSMUSG00000109778,0,0,,     NA
Mir8110,ENSMUSG00000099078,0,0,,     NA
Sall1,ENSMUSG00000031665,0,0,,     NA
Gm6625,ENSMUSG00000094790,0,0,,     NA
Gm5356,ENSMUSG00000069962,0,0,,     NA
Gm26331,ENSMUSG00000064758,0,0,,     NA
Gm24212,ENSMUSG00000088883,0,0,,     NA
Gm45639,ENSMUSG00000109672,0,0,,     NA
Gm45638,ENSMUSG00000109726,0,0,,     NA
Gm35850,ENSMUSG00000109870,0,0,,     NA
Gm35963,ENSMUSG00000110212,0,0,,     NA
Gm44382,ENSMUSG00000105321,0,0,,     NA
Gm19935,ENSMUSG00000110332,0,0,,     NA
Gm45641,ENSMUSG00000110166,0,0,,     NA
Gm22428,ENSMUSG00000089179,0,0,,     NA
Gm45665,ENSMUSG00000110189,0,0,,     NA
Gm8489,ENSMUSG00000109755,0,0,,     NA
Gm45666,ENSMUSG00000110106,0,0,,     NA
Gm23408,ENSMUSG00000089148,0,0,,     NA
Gm36243,ENSMUSG00000110089,0,0,,     NA
Gm45662,ENSMUSG00000109828,0,0,,     NA
Gm45428,ENSMUSG00000109956,0,0,,     NA
Gm45427,ENSMUSG00000110233,0,0,,     NA
4831440D22Rik,ENSMUSG00000110138,0,0,,     NA
Gm45289,ENSMUSG00000109642,0,0,,     NA
Gm3235,ENSMUSG00000090778,0,0,,     NA
Gm45295,ENSMUSG00000110302,0,0,,     NA
Gm2875,ENSMUSG00000110073,0,0,,     NA
Gm36325,ENSMUSG00000110216,0,0,,     NA
Gm36380,ENSMUSG00000110304,0,0,,     NA
Irx3os,ENSMUSG00000046413,0,0,,     NA
Gm28511,ENSMUSG00000099664,0,0,,     NA
Gm28515,ENSMUSG00000099812,0,0,,     NA
Gm36670,ENSMUSG00000109696,0,0,,     NA
Gm36843,ENSMUSG00000110274,0,0,,     NA
Gm28516,ENSMUSG00000101613,0,0,,     NA
Gm24254,ENSMUSG00000065636,0,0,,     NA
Gm45332,ENSMUSG00000110380,0,0,,     NA
Gm45335,ENSMUSG00000110198,0,0,,     NA
Gm45334,ENSMUSG00000110134,0,0,,     NA
Crnde,ENSMUSG00000031736,0,0,,     NA
Gm21817,ENSMUSG00000095651,0,0,,     NA
Gm45336,ENSMUSG00000110290,0,0,,     NA
Irx6,ENSMUSG00000031738,0,0,,     NA
Gm45505,ENSMUSG00000110023,0,0,,     NA
Gm3272,ENSMUSG00000078967,0,0,,     NA
Mmp2,ENSMUSG00000031740,0,0,,     NA
Gm45472,ENSMUSG00000109669,0,0,,     NA
Lpcat2,ENSMUSG00000033192,0,0,,     NA
Capns2,ENSMUSG00000078144,0,0,,     NA
Gm22151,ENSMUSG00000080613,0,0,,     NA
Slc6a2,ENSMUSG00000055368,0,0,,     NA
Gm45463,ENSMUSG00000109651,0,0,,     NA
Ces1a,ENSMUSG00000071047,0,0,,     NA
Gm45910,ENSMUSG00000110714,0,0,,     NA
Gm45909,ENSMUSG00000110496,0,0,,     NA
Gm45727,ENSMUSG00000110659,0,0,,     NA
Ces1h,ENSMUSG00000074156,0,0,,     NA
Gm45765,ENSMUSG00000110718,0,0,,     NA
Gm45764,ENSMUSG00000110687,0,0,,     NA
Gm30132,ENSMUSG00000110670,0,0,,     NA
Gm45766,ENSMUSG00000110695,0,0,,     NA
Ces5a,ENSMUSG00000058019,0,0,,     NA
Gm45708,ENSMUSG00000110534,0,0,,     NA
Gm26843,ENSMUSG00000110559,0,0,,     NA
Gm30606,ENSMUSG00000110713,0,0,,     NA
Gm45786,ENSMUSG00000110672,0,0,,     NA
4930488L21Rik,ENSMUSG00000097520,0,0,,     NA
Gm24159,ENSMUSG00000093005,0,0,,     NA
Bbs2,ENSMUSG00000031755,0,0,,     NA
Mt4,ENSMUSG00000031757,0,0,,     NA
Mt3,ENSMUSG00000031760,0,0,,     NA
Gm45774,ENSMUSG00000110588,0,0,,     NA
Gm39228,ENSMUSG00000110524,0,0,,     NA
Rpl10-ps5,ENSMUSG00000110679,0,0,,     NA
Gm45804,ENSMUSG00000110442,0,0,,     NA
Mir138-2,ENSMUSG00000065512,0,0,,     NA
Slc12a3,ENSMUSG00000031766,0,0,,     NA
Gm15890,ENSMUSG00000090105,0,0,,     NA
9330175E14Rik,ENSMUSG00000097194,0,0,,     NA
Mir7072,ENSMUSG00000098511,0,0,,     NA
Gm45797,ENSMUSG00000110504,0,0,,     NA
Gm22846,ENSMUSG00000088331,0,0,,     NA
Ccl22,ENSMUSG00000031779,0,0,,     NA
Gnb1-ps3,ENSMUSG00000110708,0,0,,     NA
Ccdc102a,ENSMUSG00000063605,0,0,,     NA
Adgrg5,ENSMUSG00000061577,0,0,,     NA
Adgrg3,ENSMUSG00000060470,0,0,,     NA
Gm45757,ENSMUSG00000110426,0,0,,     NA
Drc7,ENSMUSG00000031786,0,0,,     NA
Gm31224,ENSMUSG00000110517,0,0,,     NA
Gm45812,ENSMUSG00000110428,0,0,,     NA
Gm31036,ENSMUSG00000110475,0,0,,     NA
Tepp,ENSMUSG00000090206,0,0,,     NA
Gm45854,ENSMUSG00000110598,0,0,,     NA
Ccdc113,ENSMUSG00000036598,0,0,,     NA
1700112L15Rik,ENSMUSG00000110577,0,0,,     NA
Prss54,ENSMUSG00000048400,0,0,,     NA
Gm31518,ENSMUSG00000110447,0,0,,     NA
Gm45702,ENSMUSG00000110483,0,0,,     NA
Gins3,ENSMUSG00000031669,0,0,,     NA
Gm6013,ENSMUSG00000110701,0,0,,     NA
Ndrg4,ENSMUSG00000036564,0,0,,     NA
Setd6,ENSMUSG00000031671,0,0,,     NA
Mir7073,ENSMUSG00000106145,0,0,,     NA
Gm26265,ENSMUSG00000065211,0,0,,     NA
Gm26265,ENSMUSG00000105690,0,0,,     NA
Gm31659,ENSMUSG00000110489,0,0,,     NA
Gm31805,ENSMUSG00000110661,0,0,,     NA
Gm45760,ENSMUSG00000110711,0,0,,     NA
Gm45895,ENSMUSG00000110634,0,0,,     NA
Gm8637,ENSMUSG00000110506,0,0,,     NA
Gm32005,ENSMUSG00000110623,0,0,,     NA
Gm22780,ENSMUSG00000077272,0,0,,     NA
Gm32122,ENSMUSG00000110633,0,0,,     NA
1700047G07Rik,ENSMUSG00000110717,0,0,,     NA
Gm24132,ENSMUSG00000077938,0,0,,     NA
Gm45703,ENSMUSG00000110567,0,0,,     NA
Gm45788,ENSMUSG00000110552,0,0,,     NA
Gm25160,ENSMUSG00000089539,0,0,,     NA
Gm26399,ENSMUSG00000077125,0,0,,     NA
Gm45247,ENSMUSG00000109937,0,0,,     NA
Gm39231,ENSMUSG00000109615,0,0,,     NA
Gm45246,ENSMUSG00000109645,0,0,,     NA
Gm17997,ENSMUSG00000109681,0,0,,     NA
Gm7192,ENSMUSG00000110194,0,0,,     NA
Gm23494,ENSMUSG00000080480,0,0,,     NA
Gm29817,ENSMUSG00000110011,0,0,,     NA
Gm15679,ENSMUSG00000089819,0,0,,     NA
Cdh8,ENSMUSG00000036510,0,0,,     NA
Gm45297,ENSMUSG00000109775,0,0,,     NA
Gm15681,ENSMUSG00000086842,0,0,,     NA
Gm15680,ENSMUSG00000090116,0,0,,     NA
A330008L17Rik,ENSMUSG00000052479,0,0,,     NA
Gm8688,ENSMUSG00000083586,0,0,,     NA
Gm19232,ENSMUSG00000109939,0,0,,     NA
Impdh2-ps,ENSMUSG00000071041,0,0,,     NA
Gm5742,ENSMUSG00000081383,0,0,,     NA
Gm45296,ENSMUSG00000110220,0,0,,     NA
Gm5361,ENSMUSG00000110014,0,0,,     NA
Gm39232,ENSMUSG00000109769,0,0,,     NA
Gm22223,ENSMUSG00000087985,0,0,,     NA
Gm24602,ENSMUSG00000088596,0,0,,     NA
Gm45422,ENSMUSG00000110069,0,0,,     NA
Gm45257,ENSMUSG00000110084,0,0,,     NA
9430099M06Rik,ENSMUSG00000109997,0,0,,     NA
Gm26301,ENSMUSG00000078006,0,0,,     NA
Gm45258,ENSMUSG00000110269,0,0,,     NA
Gm45391,ENSMUSG00000109848,0,0,,     NA
Gm32531,ENSMUSG00000109701,0,0,,     NA
1600027J07Rik,ENSMUSG00000110340,0,0,,     NA
Gm45277,ENSMUSG00000109699,0,0,,     NA
4933400L20Rik,ENSMUSG00000110336,0,0,,     NA
Gm8748,ENSMUSG00000110019,0,0,,     NA
Gm29682,ENSMUSG00000110053,0,0,,     NA
Cdh5,ENSMUSG00000031871,0,0,,     NA
Gm45663,ENSMUSG00000109909,0,0,,     NA
Bean1,ENSMUSG00000031872,0,0,,     NA
Gm10631,ENSMUSG00000074128,0,0,,     NA
Gm45892,ENSMUSG00000110674,0,0,,     NA
Gm45887,ENSMUSG00000110638,0,0,,     NA
Gm45750,ENSMUSG00000110551,0,0,,     NA
Gm45711,ENSMUSG00000031876,0,0,,     NA
Cmtm1,ENSMUSG00000110430,0,0,,     NA
Gm45710,ENSMUSG00000110642,0,0,,     NA
Gm11020,ENSMUSG00000078953,0,0,,     NA
Cmtm2b,ENSMUSG00000035785,0,0,,     NA
Gm45878,ENSMUSG00000110600,0,0,,     NA
Gm45877,ENSMUSG00000110486,0,0,,     NA
Gm45731,ENSMUSG00000110689,0,0,,     NA
K230015D01Rik,ENSMUSG00000110630,0,0,,     NA
Terb1,ENSMUSG00000052616,0,0,,     NA
Gm22148,ENSMUSG00000077633,0,0,,     NA
Car7,ENSMUSG00000031883,0,0,,     NA
Cdh16,ENSMUSG00000031881,0,0,,     NA
Rrad,ENSMUSG00000031880,0,0,,     NA
Gm33023,ENSMUSG00000110652,0,0,,     NA
1700082M22Rik,ENSMUSG00000023737,0,0,,     NA
Gm7208,ENSMUSG00000110568,0,0,,     NA
Gm44328,ENSMUSG00000105612,0,0,,     NA
9230110F11Rik,ENSMUSG00000110497,0,0,,     NA
Gm45782,ENSMUSG00000110694,0,0,,     NA
Ces2g,ENSMUSG00000031877,0,0,,     NA
Gm5743,ENSMUSG00000110479,0,0,,     NA
Gm45724,ENSMUSG00000110488,0,0,,     NA
Ces4a,ENSMUSG00000060560,0,0,,     NA
Gm3830,ENSMUSG00000099465,0,0,,     NA
Gm22063,ENSMUSG00000064494,0,0,,     NA
Gm24629,ENSMUSG00000084711,0,0,,     NA
B3gnt9,ENSMUSG00000069920,0,0,,     NA
Hsf4,ENSMUSG00000033249,0,0,,     NA
Gm20163,ENSMUSG00000110611,0,0,,     NA
Exoc3l,ENSMUSG00000043251,0,0,,     NA
Gm27320,ENSMUSG00000099127,0,0,,     NA
Mir328,ENSMUSG00000070130,0,0,,     NA
Plekhg4,ENSMUSG00000014782,0,0,,     NA
Lrrc36,ENSMUSG00000054320,0,0,,     NA
Zdhhc1,ENSMUSG00000039199,0,0,,     NA
Gm8838,ENSMUSG00000110608,0,0,,     NA
Gm38250,ENSMUSG00000104168,0,0,,     NA
Agrp,ENSMUSG00000005705,0,0,,     NA
Mir1966,ENSMUSG00000089432,0,0,,     NA
Gm5914,ENSMUSG00000098120,0,0,,     NA
Gm38384,ENSMUSG00000102593,0,0,,     NA
Pard6a,ENSMUSG00000005699,0,0,,     NA
Enkd1,ENSMUSG00000013155,0,0,,     NA
4933405L10Rik,ENSMUSG00000013158,0,0,,     NA
Tsnaxip1,ENSMUSG00000031893,0,0,,     NA
4930578M07Rik,ENSMUSG00000110586,0,0,,     NA
Nutf2,ENSMUSG00000008450,0,0,,     NA
Nrn1l,ENSMUSG00000044287,0,0,,     NA
Ctrl,ENSMUSG00000031896,0,0,,     NA
Gm16156,ENSMUSG00000087436,0,0,,     NA
Lcat,ENSMUSG00000035237,0,0,,     NA
Slc12a4,ENSMUSG00000017765,0,0,,     NA
Mir7074,ENSMUSG00000099131,0,0,,     NA
Gm45752,ENSMUSG00000110457,0,0,,     NA
Dpep3,ENSMUSG00000031898,0,0,,     NA
Dpep2,ENSMUSG00000053687,0,0,,     NA
Dpep2,ENSMUSG00000115067,0,0,,     NA
Gm22972,ENSMUSG00000065231,0,0,,     NA
AC133499.1,ENSMUSG00000115768,0,0,,     NA
Gm27956,ENSMUSG00000093345,0,0,,     NA
Pla2g15,ENSMUSG00000031903,0,0,,     NA
Gm10629,ENSMUSG00000074113,0,0,,     NA
6030452D12Rik,ENSMUSG00000054069,0,0,,     NA
Cdh3,ENSMUSG00000061048,0,0,,     NA
1110028F18Rik,ENSMUSG00000099139,0,0,,     NA
Has3,ENSMUSG00000031910,0,0,,     NA
Rpl10-ps2,ENSMUSG00000074108,0,0,,     NA
Gm22085,ENSMUSG00000088969,0,0,,     NA
Gm16208,ENSMUSG00000085464,0,0,,     NA
Gm16209,ENSMUSG00000083734,0,0,,     NA
Pdf,ENSMUSG00000078931,0,0,,     NA
Tmed6,ENSMUSG00000031919,0,0,,     NA
Mir7075,ENSMUSG00000098671,0,0,,     NA
C630050I24Rik,ENSMUSG00000102271,0,0,,     NA
Rps18-ps3,ENSMUSG00000057657,0,0,,     NA
Rps26-ps1,ENSMUSG00000059775,0,0,,     NA
Gm45900,ENSMUSG00000110501,0,0,,     NA
Mir140,ENSMUSG00000065439,0,0,,     NA
Gm8940,ENSMUSG00000110508,0,0,,     NA
Gm23646,ENSMUSG00000095727,0,0,,     NA
Gm22825,ENSMUSG00000094718,0,0,,     NA
5033426E14Rik,ENSMUSG00000110625,0,0,,     NA
Gm39244,ENSMUSG00000109868,0,0,,     NA
Lncbate1,ENSMUSG00000110613,0,0,,     NA
Gm38042,ENSMUSG00000104292,0,0,,     NA
Gm38318,ENSMUSG00000102989,0,0,,     NA
Gm20686,ENSMUSG00000093697,0,0,,     NA
Mir3108,ENSMUSG00000093241,0,0,,     NA
D030068K23Rik,ENSMUSG00000097393,0,0,,     NA
Gm1943,ENSMUSG00000110528,0,0,,     NA
Gm23163,ENSMUSG00000092821,0,0,,     NA
Pmfbp1,ENSMUSG00000031727,0,0,,     NA
Hp,ENSMUSG00000031722,0,0,,     NA
Gm25321,ENSMUSG00000084507,0,0,,     NA
Gm45795,ENSMUSG00000110707,0,0,,     NA
Gm45888,ENSMUSG00000110561,0,0,,     NA
8030455M16Rik,ENSMUSG00000110507,0,0,,     NA
Gm17720,ENSMUSG00000091041,0,0,,     NA
Gm21964,ENSMUSG00000095941,0,0,,     NA
Gm26832,ENSMUSG00000097409,0,0,,     NA
AC069308.1,ENSMUSG00000105131,0,0,,     NA
Gm44489,ENSMUSG00000105825,0,0,,     NA
Gm15894,ENSMUSG00000090039,0,0,,     NA
Gm15895,ENSMUSG00000085068,0,0,,     NA
Snord111,ENSMUSG00000080396,0,0,,     NA
Gm22193,ENSMUSG00000080518,0,0,,     NA
St3gal2,ENSMUSG00000031749,0,0,,     NA
Gm26132,ENSMUSG00000065100,0,0,,     NA
Mir3473d,ENSMUSG00000093087,0,0,,     NA
Gm24103,ENSMUSG00000092671,0,0,,     NA
Exosc6,ENSMUSG00000109941,0,0,,     NA
Clec18a,ENSMUSG00000033633,0,0,,     NA
Gm45712,ENSMUSG00000110484,0,0,,     NA
Fa2h,ENSMUSG00000033579,0,0,,     NA
Gm24793,ENSMUSG00000077477,0,0,,     NA
Mir1957b,ENSMUSG00000098410,0,0,,     NA
Ctrb1,ENSMUSG00000031957,0,0,,     NA
Mir7076,ENSMUSG00000099129,0,0,,     NA
Gm23853,ENSMUSG00000089000,0,0,,     NA
Chst5,ENSMUSG00000031952,0,0,,     NA
Tmem231,ENSMUSG00000031951,0,0,,     NA
Gm6793,ENSMUSG00000092086,0,0,,     NA
Gm22827,ENSMUSG00000065700,0,0,,     NA
Gm3635,ENSMUSG00000110435,0,0,,     NA
Gm26994,ENSMUSG00000098075,0,0,,     NA
Cntnap4,ENSMUSG00000031772,0,0,,     NA
Gm22664,ENSMUSG00000089344,0,0,,     NA
Gm45904,ENSMUSG00000110455,0,0,,     NA
Gm10280,ENSMUSG00000110541,0,0,,     NA
Gm25766,ENSMUSG00000077289,0,0,,     NA
Gm24291,ENSMUSG00000088258,0,0,,     NA
Syce1l,ENSMUSG00000033409,0,0,,     NA
Gm45789,ENSMUSG00000110581,0,0,,     NA
Gm30052,ENSMUSG00000110582,0,0,,     NA
Adamts18,ENSMUSG00000053399,0,0,,     NA
Vat1l,ENSMUSG00000046844,0,0,,     NA
4933408N05Rik,ENSMUSG00000084848,0,0,,     NA
Clec3a,ENSMUSG00000008874,0,0,,     NA
Gm16116,ENSMUSG00000090217,0,0,,     NA
Gm16117,ENSMUSG00000089723,0,0,,     NA
Gm16118,ENSMUSG00000089797,0,0,,     NA
Gm22556,ENSMUSG00000088428,0,0,,     NA
4930488N15Rik,ENSMUSG00000110592,0,0,,     NA
Gm23677,ENSMUSG00000065090,0,0,,     NA
4930422C21Rik,ENSMUSG00000110476,0,0,,     NA
1700018P08Rik,ENSMUSG00000110709,0,0,,     NA
Gm5357,ENSMUSG00000110700,0,0,,     NA
Dynlrb2,ENSMUSG00000034467,0,0,,     NA
Gm10620,ENSMUSG00000074072,0,0,,     NA
Cenpn,ENSMUSG00000031756,0,0,,     NA
1700030J22Rik,ENSMUSG00000031847,0,0,,     NA
Pkd1l2,ENSMUSG00000034416,0,0,,     NA
Gm15395,ENSMUSG00000085688,0,0,,     NA
Gm20694,ENSMUSG00000093446,0,0,,     NA
Mir7077,ENSMUSG00000099062,0,0,,     NA
Mir7078,ENSMUSG00000098483,0,0,,     NA
Gm27361,ENSMUSG00000092818,0,0,,     NA
Gm31717,ENSMUSG00000110459,0,0,,     NA
Gm38416,ENSMUSG00000110151,0,0,,     NA
Gm25200,ENSMUSG00000065028,0,0,,     NA
Cdh13,ENSMUSG00000031841,0,0,,     NA
Gm24035,ENSMUSG00000064801,0,0,,     NA
Gm45721,ENSMUSG00000110548,0,0,,     NA
Gm45720,ENSMUSG00000110667,0,0,,     NA
Gm22999,ENSMUSG00000087707,0,0,,     NA
Gm45723,ENSMUSG00000110470,0,0,,     NA
Rps13-ps4,ENSMUSG00000081378,0,0,,     NA
Kcng4,ENSMUSG00000045246,0,0,,     NA
Gm32352,ENSMUSG00000110453,0,0,,     NA
Wfdc1,ENSMUSG00000023336,0,0,,     NA
Gm45747,ENSMUSG00000110445,0,0,,     NA
Gm20388,ENSMUSG00000092329,0,0,,     NA
Crispld2,ENSMUSG00000031825,0,0,,     NA
Gm15684,ENSMUSG00000089776,0,0,,     NA
Gm15898,ENSMUSG00000089742,0,0,,     NA
Gm38379,ENSMUSG00000102665,0,0,,     NA
Fam92b,ENSMUSG00000042269,0,0,,     NA
A330074K22Rik,ENSMUSG00000097960,0,0,,     NA
Gm22715,ENSMUSG00000080549,0,0,,     NA
1700016A09Rik,ENSMUSG00000102737,0,0,,     NA
Mir7687,ENSMUSG00000098280,0,0,,     NA
Gm10614,ENSMUSG00000097773,0,0,,     NA
Gm45834,ENSMUSG00000110601,0,0,,     NA
Gm26739,ENSMUSG00000097702,0,0,,     NA
1190005I06Rik,ENSMUSG00000043687,0,0,,     NA
Gm27021,ENSMUSG00000097919,0,0,,     NA
Gm26537,ENSMUSG00000097500,0,0,,     NA
Gm33142,ENSMUSG00000104484,0,0,,     NA
Gm24239,ENSMUSG00000088416,0,0,,     NA
Gm18709,ENSMUSG00000097895,0,0,,     NA
Gm26878,ENSMUSG00000097087,0,0,,     NA
Gm28324,ENSMUSG00000101886,0,0,,     NA
Fendrr,ENSMUSG00000097336,0,0,,     NA
Foxf1,ENSMUSG00000042812,0,0,,     NA
Gm27530,ENSMUSG00000098560,0,0,,     NA
Foxc2,ENSMUSG00000046714,0,0,,     NA
Foxl1,ENSMUSG00000097084,0,0,,     NA
Gm37609,ENSMUSG00000103830,0,0,,     NA
5033426O07Rik,ENSMUSG00000097097,0,0,,     NA
Gm26815,ENSMUSG00000097384,0,0,,     NA
Gm26747,ENSMUSG00000097783,0,0,,     NA
Gm26784,ENSMUSG00000097438,0,0,,     NA
1700018B08Rik,ENSMUSG00000031809,0,0,,     NA
Gm27045,ENSMUSG00000098211,0,0,,     NA
1700030M09Rik,ENSMUSG00000097424,0,0,,     NA
Gm17786,ENSMUSG00000097987,0,0,,     NA
Gm27030,ENSMUSG00000098221,0,0,,     NA
Gm23299,ENSMUSG00000064642,0,0,,     NA
Gm45833,ENSMUSG00000110673,0,0,,     NA
Jph3,ENSMUSG00000025318,0,0,,     NA
Gm20406,ENSMUSG00000092418,0,0,,     NA
Gm42047,ENSMUSG00000110631,0,0,,     NA
Gm26812,ENSMUSG00000097812,0,0,,     NA
9530085P06Rik,ENSMUSG00000098109,0,0,,     NA
BC048644,ENSMUSG00000074052,0,0,,     NA
Gm37497,ENSMUSG00000103904,0,0,,     NA
Gm27011,ENSMUSG00000098184,0,0,,     NA
Mir7237,ENSMUSG00000099140,0,0,,     NA
Gm45353,ENSMUSG00000109957,0,0,,     NA
Trhr2,ENSMUSG00000039079,0,0,,     NA
Gm20681,ENSMUSG00000093682,0,0,,     NA
Gm20735,ENSMUSG00000110656,0,0,,     NA
Snai3,ENSMUSG00000006587,0,0,,     NA
Gm24366,ENSMUSG00000093124,0,0,,     NA
Gm26497,ENSMUSG00000065080,0,0,,     NA
Gm45857,ENSMUSG00000110658,0,0,,     NA
Pabpn1l,ENSMUSG00000069867,0,0,,     NA
Mir6396,ENSMUSG00000098500,0,0,,     NA
Gm15899,ENSMUSG00000085917,0,0,,     NA
Gm10612,ENSMUSG00000090174,0,0,,     NA
C230057M02Rik,ENSMUSG00000110523,0,0,,     NA
A530010L16Rik,ENSMUSG00000110682,0,0,,     NA
Gm39271,ENSMUSG00000110716,0,0,,     NA
Gm45893,ENSMUSG00000110525,0,0,,     NA
Gm16378,ENSMUSG00000095762,0,0,,     NA
Cdh15,ENSMUSG00000031962,0,0,,     NA
Gm45894,ENSMUSG00000110440,0,0,,     NA
Snord68,ENSMUSG00000064450,0,0,,     NA
Mir7079,ENSMUSG00000098550,0,0,,     NA
Cpne7,ENSMUSG00000034796,0,0,,     NA
Mir7080,ENSMUSG00000098582,0,0,,     NA
Sult5a1,ENSMUSG00000000739,0,0,,     NA
Gm4316,ENSMUSG00000110537,0,0,,     NA
Rps12-ps9,ENSMUSG00000069862,0,0,,     NA
Gm45842,ENSMUSG00000110505,0,0,,     NA
4933417D19Rik,ENSMUSG00000097637,0,0,,     NA
Gm38092,ENSMUSG00000103244,0,0,,     NA
Tubb3,ENSMUSG00000062380,0,0,,     NA
Gm25428,ENSMUSG00000088233,0,0,,     NA
Dbndd1,ENSMUSG00000031970,0,0,,     NA
Gm22314,ENSMUSG00000088632,0,0,,     NA
n-R5s100,ENSMUSG00000094720,0,0,,     NA
n-R5s101,ENSMUSG00000095073,0,0,,     NA
n-R5s102,ENSMUSG00000096613,0,0,,     NA
n-R5s103,ENSMUSG00000095249,0,0,,     NA
n-R5s104,ENSMUSG00000096307,0,0,,     NA
n-R5s105,ENSMUSG00000095966,0,0,,     NA
n-R5s106,ENSMUSG00000094537,0,0,,     NA
n-R5s107,ENSMUSG00000096367,0,0,,     NA
n-R5s108,ENSMUSG00000096335,0,0,,     NA
n-R5s110,ENSMUSG00000095131,0,0,,     NA
n-R5s111,ENSMUSG00000094097,0,0,,     NA
n-R5s112,ENSMUSG00000095449,0,0,,     NA
n-R5s113,ENSMUSG00000094801,0,0,,     NA
n-R5s114,ENSMUSG00000096599,0,0,,     NA
Gm25018,ENSMUSG00000094751,0,0,,     NA
n-R5s117,ENSMUSG00000096710,0,0,,     NA
n-R5s118,ENSMUSG00000094178,0,0,,     NA
n-R5s119,ENSMUSG00000096132,0,0,,     NA
n-R5s120,ENSMUSG00000096855,0,0,,     NA
n-R5s121,ENSMUSG00000095410,0,0,,     NA
n-R5s122,ENSMUSG00000094956,0,0,,     NA
n-R5s123,ENSMUSG00000095652,0,0,,     NA
n-R5s124,ENSMUSG00000093893,0,0,,     NA
n-R5s125,ENSMUSG00000096092,0,0,,     NA
Gm24312,ENSMUSG00000093852,0,0,,     NA
n-R5s128,ENSMUSG00000094003,0,0,,     NA
n-R5s129,ENSMUSG00000094455,0,0,,     NA
n-R5s130,ENSMUSG00000096785,0,0,,     NA
n-R5s131,ENSMUSG00000096358,0,0,,     NA
Gm26391,ENSMUSG00000094916,0,0,,     NA
n-R5s133,ENSMUSG00000096343,0,0,,     NA
n-R5s134,ENSMUSG00000096015,0,0,,     NA
Rn5s,ENSMUSG00000096406,0,0,,     NA
Gm24089,ENSMUSG00000094541,0,0,,     NA
n-R5s138,ENSMUSG00000095183,0,0,,     NA
n-R5s139,ENSMUSG00000094760,0,0,,     NA
Gm22109,ENSMUSG00000095376,0,0,,     NA
n-R5s141,ENSMUSG00000095749,0,0,,     NA
n-R5s142,ENSMUSG00000094657,0,0,,     NA
n-R5s143,ENSMUSG00000095645,0,0,,     NA
n-R5s144,ENSMUSG00000096765,0,0,,     NA
Gm25212,ENSMUSG00000096300,0,0,,     NA
n-R5s146,ENSMUSG00000096170,0,0,,     NA
Gm22291,ENSMUSG00000094270,0,0,,     NA
Gm23284,ENSMUSG00000095350,0,0,,     NA
n-R5s149,ENSMUSG00000095453,0,0,,     NA
Gm23647,ENSMUSG00000095723,0,0,,     NA
Gm45781,ENSMUSG00000110467,0,0,,     NA
6030466F02Rik,ENSMUSG00000110599,0,0,,     NA
Gm45866,ENSMUSG00000110684,0,0,,     NA
Gm45865,ENSMUSG00000110456,0,0,,     NA
2810455O05Rik,ENSMUSG00000085030,0,0,,     NA
Gm29773,ENSMUSG00000110547,0,0,,     NA
Gm45890,ENSMUSG00000110615,0,0,,     NA
Gm17827,ENSMUSG00000110612,0,0,,     NA
Mir1967,ENSMUSG00000088414,0,0,,     NA
Gm45732,ENSMUSG00000110704,0,0,,     NA
Gm3889,ENSMUSG00000110482,0,0,,     NA
1810008B01Rik,ENSMUSG00000089745,0,0,,     NA
Gm15775,ENSMUSG00000089820,0,0,,     NA
Gm24459,ENSMUSG00000064664,0,0,,     NA
Pgbd5,ENSMUSG00000050751,0,0,,     NA
Fam89a,ENSMUSG00000043068,0,0,,     NA
Gm9172,ENSMUSG00000110666,0,0,,     NA
Gm45856,ENSMUSG00000110550,0,0,,     NA
Trim67,ENSMUSG00000036913,0,0,,     NA
Gm45874,ENSMUSG00000110683,0,0,,     NA
Gm22197,ENSMUSG00000080516,0,0,,     NA
Gm16237,ENSMUSG00000086694,0,0,,     NA
4930567H12Rik,ENSMUSG00000110629,0,0,,     NA
Ntpcr,ENSMUSG00000031851,0,0,,     NA
Pcnx2,ENSMUSG00000060212,0,0,,     NA
A730098A19Rik,ENSMUSG00000100812,0,0,,     NA
Gm45875,ENSMUSG00000110698,0,0,,     NA
Gm45876,ENSMUSG00000110437,0,0,,     NA
Slc35f3,ENSMUSG00000057060,0,0,,     NA
Coa6,ENSMUSG00000051671,0,0,,     NA
Gm6091,ENSMUSG00000074026,0,0,,     NA
Gm26759,ENSMUSG00000097060,0,0,,     NA
Gm45805,ENSMUSG00000110626,0,0,,     NA
Gm31718,ENSMUSG00000110697,0,0,,     NA
A630001O12Rik,ENSMUSG00000110498,0,0,,     NA
Gm22730,ENSMUSG00000088710,0,0,,     NA
Gm6921,ENSMUSG00000090074,0,0,,     NA
Gm22968,ENSMUSG00000088580,0,0,,     NA
Mir21c,ENSMUSG00000099326,0,0,,     NA
Mir1903,ENSMUSG00000084523,0,0,,     NA
Gm9204,ENSMUSG00000110562,0,0,,     NA
Gm45746,ENSMUSG00000110654,0,0,,     NA
